,word,year,count,language,Rank
5765,lino,1800,228,italian,3534.0
5764,lino,1800,908,spanish,3736.0
4876,lion,1800,4149,french,2940.0
4874,lion,1800,3081,english,3185.0
4875,lion,1801,108,italian,3688.0
10603,liquido,1800,224,italian,3596.0
10602,liquido,1804,1778,spanish,1291.0
12802,liquor,1800,3044,english,3225.0
12803,liquor,1932,4818,italian,3497.0
11909,lira,1803,492,italian,4035.0
11908,lira,1871,2024,spanish,4932.0
9058,lire,1800,740,italian,895.0
9059,lire,1800,9940,french,1128.0
10837,lis,1800,2493,french,4651.0
10836,lis,1809,132,spanish,4729.0
14240,list,1800,4733,english,2076.0
14241,list,1804,360,german,4302.0
5862,lista,1800,1058,spanish,3217.0
5863,lista,1800,188,italian,4319.0
4114,liste,1800,5862,french,2094.0
4113,liste,1804,312,german,4926.0
4112,liste,1810,642,italian,2281.0
13136,listen,1800,2300,english,4072.0
13137,listen,1810,363,german,4856.0
8040,lists,1913,35914,english,4927.0
8041,lists,1931,8991,german,4152.0
10275,liszt,1898,6969,german,4940.0
10274,liszt,1911,3805,italian,3848.0
1889,lit,1800,15494,french,648.0
1887,lit,1837,1649,spanish,2288.0
1886,lit,1901,37580,english,4478.0
1888,lit,2007,38538,german,4771.0
11873,lite,1802,354,italian,3774.0
11872,lite,1828,1001,spanish,3726.0
6873,literal,1803,802,spanish,3767.0
6872,literal,1811,5438,english,4149.0
8921,litro,1891,2871,italian,4939.0
8920,litro,1898,3412,spanish,3893.0
9804,liturgie,1846,3693,german,4578.0
9805,liturgie,1849,8937,french,3979.0
1545,liv,1800,18619,french,500.0
1543,liv,1803,540,italian,3695.0
1544,liv,1820,2110,german,1178.0
1542,liv,1834,2870,spanish,1090.0
5063,live,1800,17026,english,394.0
5065,live,1846,24051,french,2322.0
5064,live,2009,35200,german,4996.0
7219,liverpool,1800,302,german,3553.0
7218,liverpool,1821,6727,english,3648.0
11101,livio,1800,448,italian,1693.0
11100,livio,1801,706,spanish,3853.0
1133,livres,1800,26512,french,299.0
1130,livres,1800,2030,english,4496.0
1132,livres,1804,384,german,4054.0
1131,livres,1810,485,italian,3109.0
538,ll,1800,249,german,4249.0
537,ll,1803,913,italian,2173.0
539,ll,1804,3201,french,4443.0
535,ll,1824,8967,english,4353.0
536,ll,1829,1342,spanish,3708.0
1906,lloyd,1876,22216,english,4006.0
1908,lloyd,1917,5964,german,3924.0
1909,lloyd,1917,6530,french,4511.0
1907,lloyd,1918,1836,italian,4473.0
1701,ln,1800,311,german,3452.0
1700,ln,1847,1968,italian,4103.0
1699,ln,1904,3964,spanish,4563.0
1698,ln,1969,115088,english,4666.0
11312,lobo,1802,806,spanish,4027.0
11313,lobo,1877,2734,italian,4120.0
8220,loc,1802,374,italian,3546.0
8221,loc,1836,10480,french,4054.0
1870,local,1800,2822,english,3429.0
1873,local,1800,2812,french,4213.0
1871,local,1800,792,spanish,4272.0
1872,local,1807,559,german,2659.0
9126,locale,1800,308,italian,2593.0
9127,locale,1812,3626,french,3800.0
11269,locales,1800,2460,french,4705.0
11268,locales,1800,708,spanish,4741.0
7848,location,1884,23840,english,4745.0
7849,location,1905,15007,french,4910.0
6949,loch,1802,558,german,3289.0
6948,loch,1808,3260,english,4794.0
235,locke,1801,3401,english,4074.0
237,locke,1803,720,italian,2746.0
239,locke,1804,3792,french,3857.0
238,locke,1806,837,german,3064.0
236,locke,1853,1854,spanish,4601.0
5760,loco,1800,908,spanish,3737.0
5761,loco,1800,208,italian,3898.0
2919,locomotive,1858,1760,italian,4640.0
2918,locomotive,1868,15394,english,4609.0
2920,locomotive,1898,22797,french,2952.0
5826,lodo,1800,862,spanish,3919.0
5827,lodo,2009,15791,italian,4821.0
7912,log,1889,22133,english,4509.0
7913,log,1911,3511,italian,4192.0
9476,loge,1800,1858,german,394.0
9477,loge,1800,2598,french,4481.0
8651,loi,1800,59038,french,64.0
8650,loi,1806,362,italian,4703.0
10543,loira,1801,214,italian,1809.0
10542,loira,1806,780,spanish,2821.0
8627,lois,1800,38982,french,153.0
8626,lois,1805,338,italian,4541.0
8899,lon,1818,14496,french,1888.0
8898,lon,1899,3252,spanish,4565.0
7118,lond,1806,8147,english,2034.0
7119,lond,1856,3750,german,4650.0
285,london,1800,24044,english,221.0
288,london,1800,1076,german,857.0
287,london,1874,2336,italian,4698.0
289,london,1901,14500,french,4821.0
286,london,1905,4142,spanish,4899.0
6361,londres,1800,10812,french,1006.0
6360,londres,1800,1876,spanish,1794.0
2234,long,1800,76312,english,18.0
2237,long,1800,72372,french,41.0
2236,long,1802,328,italian,4090.0
2235,long,1808,410,spanish,3835.0
13727,longitude,1800,13600,french,741.0
13726,longitude,1800,2118,english,4352.0
11498,longitudes,1801,662,spanish,4108.0
11499,longitudes,1802,4003,french,3866.0
6484,longwood,1853,17704,english,4570.0
6485,longwood,1854,3420,german,4802.0
6395,lope,1806,518,spanish,4199.0
6394,lope,1849,14187,english,4400.0
6715,lopez,1806,666,spanish,3319.0
6714,lopez,1871,23801,english,3193.0
6965,lor,1800,3581,italian,57.0
6964,lor,1808,3442,english,4594.0
1025,lord,1800,81031,english,16.0
1029,lord,1800,4748,french,2591.0
1028,lord,1800,234,german,4495.0
1026,lord,1806,538,spanish,4044.0
1027,lord,1809,1154,italian,1680.0
4763,lords,1800,9882,english,899.0
4765,lords,1823,8014,french,4643.0
4764,lords,1918,3542,italian,2237.0
12487,lorena,1804,1108,italian,3546.0
12486,lorena,1819,540,spanish,4152.0
1808,lorenzo,1800,634,italian,1117.0
1806,lorenzo,1800,2527,english,3789.0
1807,lorenzo,1800,782,spanish,4322.0
1809,lorenzo,1818,504,german,4876.0
8879,loreto,1828,718,italian,4738.0
8878,loreto,1902,4264,spanish,4349.0
10289,loris,1804,470,german,3335.0
10288,loris,1919,2043,italian,4829.0
8119,lorraine,1802,3756,french,4097.0
8118,lorraine,1918,29292,english,4694.0
4829,lot,1800,3112,english,3163.0
4831,lot,1806,2894,french,4141.0
4830,lot,1817,416,spanish,4396.0
7067,lots,1807,3146,french,4438.0
7066,lots,1823,8888,english,3788.0
219,louis,1800,17636,french,547.0
215,louis,1800,5178,english,1880.0
218,louis,1829,1534,german,3347.0
216,louis,1851,2166,spanish,4647.0
217,louis,1986,11582,italian,4950.0
9713,louise,1811,2789,french,4787.0
9712,louise,1953,5174,german,4997.0
7239,louisiana,1804,332,german,4652.0
7238,louisiana,1819,4416,english,4895.0
8918,lourdes,1893,2486,spanish,4992.0
8919,lourdes,1894,12262,french,4990.0
11815,lovelace,1810,3347,french,4551.0
11814,lovelace,1829,9008,spanish,364.0
4878,lowe,1835,782,spanish,4985.0
4877,lowe,1853,21268,english,3927.0
4879,lowe,1854,3795,german,4290.0
10161,ls,1800,318,german,3382.0
10160,ls,1896,6326,italian,2315.0
5080,lt,1826,901,german,4460.0
5079,lt,1918,2345,italian,3472.0
5078,lt,1970,125393,english,4497.0
4147,lu,1800,8603,french,1341.0
4146,lu,1810,366,italian,4229.0
4145,lu,1811,162,spanish,4573.0
1060,luc,1800,348,german,3102.0
1058,luc,1800,872,spanish,3881.0
1059,luc,1813,1056,italian,1682.0
1061,luc,1863,16620,french,4225.0
11819,luca,1800,530,italian,1381.0
11818,luca,1829,1653,spanish,3025.0
10866,lucas,1809,154,spanish,4128.0
10867,lucas,1845,3454,german,4458.0
11914,luciano,1864,3062,spanish,4681.0
11915,luciano,1904,4594,italian,4698.0
7729,lucien,1818,6260,french,4256.0
7728,lucien,1900,60759,english,3047.0
12707,lucio,1800,230,italian,3503.0
12706,lucio,1817,428,spanish,4297.0
11697,lucro,1804,1086,italian,3631.0
11696,lucro,1837,818,spanish,4533.0
11377,lue,1801,230,italian,1671.0
11376,lue,1802,740,spanish,4399.0
11780,luisa,1823,302,spanish,4794.0
11781,luisa,1834,1677,italian,2747.0
10374,lumen,1843,1880,italian,4383.0
10375,lumen,1877,4461,german,4534.0
11540,luminoso,1801,560,spanish,4735.0
11541,luminoso,1802,302,italian,4431.0
6100,luna,1800,3908,spanish,697.0
6101,luna,1801,166,italian,2403.0
7207,lunar,1801,544,spanish,4886.0
7206,lunar,1815,3766,english,4935.0
8291,lune,1800,9206,french,1249.0
8290,lune,1802,380,italian,3474.0
9873,lunette,1802,3238,french,4651.0
9872,lunette,1812,278,italian,4017.0
6717,lung,1800,367,german,2934.0
6716,lung,1870,15487,english,4567.0
6825,lust,1800,910,german,1081.0
6824,lust,1805,2879,english,4923.0
13920,lustre,1800,2735,english,3527.0
13921,lustre,1803,644,spanish,4616.0
10999,lutero,1802,1194,italian,928.0
10998,lutero,1807,1060,spanish,4301.0
3264,luther,1801,609,german,2327.0
3263,luther,1802,2952,english,4222.0
3265,luther,1808,3783,french,4577.0
9823,luxation,1816,3277,french,4448.0
9822,luxation,1856,6242,german,2820.0
6857,luxembourg,1806,6432,french,1894.0
6856,luxembourg,1810,3694,english,4962.0
9495,luxemburg,1817,546,german,4918.0
9494,luxemburg,1976,12300,italian,4596.0
5506,luz,1800,14476,spanish,71.0
5507,luz,1806,3072,french,3930.0
2849,ly,1801,2671,english,4899.0
2851,ly,1814,3265,french,3483.0
2850,ly,1840,1784,italian,3525.0
3751,lyon,1800,3316,french,3617.0
3749,lyon,1836,1306,spanish,3588.0
3750,lyon,1896,7092,german,4396.0
9659,maastricht,1992,36400,french,2831.0
9658,maastricht,1992,17424,german,4134.0
1054,mac,1809,3353,english,4957.0
1057,mac,1871,9395,french,2973.0
1055,mac,1899,3864,spanish,3865.0
1056,mac,1924,3255,italian,4128.0
6661,macaulay,1857,2013,italian,4943.0
6660,macaulay,1876,31465,english,2991.0
1657,macdonald,1817,4041,french,4861.0
1656,macdonald,1824,1188,italian,4513.0
1655,macdonald,1833,790,spanish,4439.0
1654,macdonald,1933,24812,english,4871.0
4412,macedonia,1808,3838,english,4257.0
4414,macedonia,1815,764,italian,1928.0
4413,macedonia,1833,702,spanish,4934.0
8628,mach,1805,334,italian,4596.0
8629,mach,1987,16083,german,4284.0
8284,machiavelli,1805,1132,italian,1240.0
8285,machiavelli,1861,4572,german,4569.0
13759,machine,1800,11790,french,893.0
13758,machine,1800,2134,english,4328.0
4021,machines,1800,5948,french,2062.0
4019,machines,1815,4052,english,4704.0
4020,machines,1897,5942,spanish,2322.0
14162,mad,1800,2484,english,3836.0
14163,mad,1802,3721,french,4136.0
10675,madama,1801,240,italian,1589.0
10674,madama,1804,574,spanish,4453.0
3154,madame,1800,11371,french,936.0
3152,madame,1800,2849,english,3403.0
3153,madame,1804,673,german,2301.0
4981,mademoiselle,1802,4578,french,3419.0
4980,mademoiselle,1823,554,german,4942.0
4979,mademoiselle,1847,13475,english,4315.0
3852,madonna,1802,362,italian,3677.0
3853,madonna,1847,3672,german,4513.0
3851,madonna,1938,50008,english,3599.0
5210,madre,1800,8198,spanish,209.0
5211,madre,1800,1122,italian,490.0
476,madrid,1800,5574,spanish,411.0
477,madrid,1800,218,italian,3708.0
479,madrid,1801,4150,french,4179.0
478,madrid,1806,686,german,3720.0
475,madrid,1809,8636,english,2210.0
10681,maestra,1801,138,italian,2907.0
10680,maestra,1804,550,spanish,4636.0
5494,maestro,1800,4924,spanish,491.0
5495,maestro,1800,900,italian,669.0
4416,magazine,1801,344,german,4087.0
4415,magazine,1801,2910,english,4585.0
4417,magazine,2004,31530,french,4795.0
9157,magia,1984,11873,italian,4633.0
9156,magia,2001,49349,spanish,4889.0
9698,magie,1946,2173,german,4963.0
9699,magie,2007,38100,french,4335.0
10223,magister,1849,4759,german,2718.0
10222,magister,1883,4020,italian,3739.0
9541,magistrat,1800,2643,french,4419.0
9540,magistrat,1800,231,german,4549.0
14270,magistrate,1800,3232,english,3077.0
14271,magistrate,1802,870,german,2101.0
13156,magistrates,1800,4588,english,2137.0
13157,magistrates,1817,612,german,4368.0
9791,magistrats,1800,5590,french,2208.0
9790,magistrats,1817,576,german,4654.0
12382,magistratura,1811,168,spanish,4443.0
12383,magistratura,1814,360,italian,3222.0
9985,magistrature,1801,4966,french,3556.0
9984,magistrature,1814,252,italian,4600.0
11925,magna,1802,424,italian,3123.0
11924,magna,1859,2114,spanish,4820.0
3982,magnesia,1800,180,italian,4517.0
3980,magnesia,1800,1898,english,4751.0
3981,magnesia,1801,640,spanish,4218.0
7087,magnet,1814,302,german,4421.0
7086,magnet,1822,8629,english,4050.0
11849,magnetismo,1813,1007,italian,1782.0
11848,magnetismo,1826,1142,spanish,3060.0
12932,magnificence,1800,2661,english,3617.0
12933,magnificence,1800,2662,french,4396.0
12189,magnifico,1801,118,italian,3388.0
12188,magnifico,1812,260,spanish,3980.0
11129,magno,1800,194,italian,4189.0
11128,magno,1801,832,spanish,3261.0
5825,mahomet,1800,2478,french,4678.0
5824,mahomet,1801,2934,english,4566.0
12660,mahon,1815,356,spanish,3462.0
12661,mahon,1871,7432,french,3733.0
740,mail,1801,2706,english,4856.0
743,mail,1997,22098,german,3866.0
744,mail,1998,26071,french,4966.0
741,mail,1999,57520,spanish,4055.0
742,mail,1999,20210,italian,4510.0
3388,main,1800,37246,french,169.0
3386,main,1800,5854,english,1635.0
3387,main,1814,276,german,4755.0
4762,maine,1805,2781,french,4972.0
4760,maine,1832,8718,english,4614.0
4761,maine,1947,5936,german,2768.0
8697,maire,1800,4152,french,2937.0
8696,maire,1808,476,italian,4354.0
8663,maires,1806,3778,french,3240.0
8662,maires,1809,856,italian,2373.0
5074,majesté,1800,8607,french,1340.0
5072,majesté,1801,601,spanish,4457.0
5073,majesté,1865,2801,italian,4771.0
3605,major,1800,5479,english,1751.0
3607,major,1800,5956,french,2057.0
3606,major,1803,358,german,4483.0
5216,mala,1800,4538,spanish,558.0
5217,mala,1800,370,italian,2120.0
13130,malabar,1800,3166,english,3120.0
13131,malabar,1808,4299,french,4119.0
10169,malade,1800,11311,french,944.0
10168,malade,1895,6410,italian,2657.0
8619,maladie,1800,14105,french,715.0
8618,maladie,1805,332,italian,4626.0
10216,malaria,1879,3986,italian,3462.0
10217,malaria,1899,8891,german,3769.0
10843,malaspina,1808,1534,italian,1173.0
10842,malaspina,1809,168,spanish,3822.0
10436,malebranche,1846,2146,italian,4653.0
10437,malebranche,1854,16439,french,3684.0
9967,malek,1805,7705,french,1860.0
9966,malek,1823,1391,italian,3380.0
7313,males,1800,6236,spanish,347.0
7312,males,1803,3190,english,4210.0
9260,mali,1800,1264,italian,419.0
9261,mali,1960,16697,french,3897.0
13026,malice,1800,3015,english,3245.0
13027,malice,1821,6937,french,4912.0
11533,maligna,1801,90,italian,4385.0
11532,maligna,1802,1512,spanish,2130.0
8652,malines,1806,358,italian,4761.0
8653,malines,1859,19060,french,3650.0
3016,malta,1800,200,italian,4046.0
3014,malta,1805,6126,english,2643.0
3015,malta,1809,136,spanish,4601.0
9949,malte,1800,3264,french,3660.0
9948,malte,1818,632,italian,4797.0
7142,mamma,1825,8420,english,4769.0
7143,mamma,1880,3440,italian,4443.0
315,management,1800,5468,english,1756.0
318,management,1969,20522,german,3897.0
319,management,1981,19886,french,4138.0
317,management,1994,13347,italian,4929.0
316,management,2004,54016,spanish,4895.0
2540,manager,1884,23521,english,4803.0
2542,manager,1994,15882,german,4926.0
2541,manager,2002,21923,italian,4880.0
4419,manchester,1800,386,german,2806.0
4418,manchester,1802,2651,english,4598.0
4420,manchester,1945,4653,french,4920.0
3434,manda,1800,3440,spanish,837.0
3435,manda,1800,164,italian,4943.0
3436,manda,1823,20182,french,1894.0
11140,mandamos,1801,844,spanish,3209.0
11141,mandamos,1823,1201,italian,3934.0
11102,mandando,1801,706,spanish,3855.0
11103,mandando,1834,1242,italian,3822.0
6214,mandar,1800,1772,spanish,1903.0
6215,mandar,1803,744,italian,2671.0
10519,mandare,1800,254,italian,3184.0
10518,mandare,1805,762,spanish,4958.0
12037,mandarin,1808,3916,french,4448.0
12036,mandarin,1846,3440,spanish,2567.0
11671,mandatario,1810,1501,italian,799.0
11670,mandatario,1837,800,spanish,4637.0
10461,mandato,1800,696,italian,988.0
10460,mandato,1805,1134,spanish,3427.0
11452,mande,1801,588,spanish,4540.0
11453,mande,1806,2823,french,4235.0
6012,mando,1800,2246,spanish,1463.0
6013,mando,1807,528,italian,2947.0
10578,mandé,1805,918,spanish,4162.0
10579,mandé,1806,2805,french,4261.0
6920,manganese,1807,5366,english,3311.0
6921,manganese,1808,936,italian,2124.0
11926,manicomio,1860,3849,spanish,3047.0
11927,manicomio,1864,2798,italian,3693.0
9074,maniere,1800,510,italian,1449.0
9075,maniere,1800,4871,french,2536.0
13788,manifest,1800,4215,english,2361.0
13789,manifest,1968,16418,german,4914.0
4944,manifestation,1802,618,german,3022.0
4945,manifestation,1840,12342,french,3859.0
4943,manifestation,1844,11214,english,4705.0
7647,manifestations,1853,9652,french,4869.0
7646,manifestations,1960,63245,english,4951.0
7741,manila,1803,962,spanish,3172.0
7740,manila,1899,64168,english,2646.0
8355,manière,1800,100194,french,22.0
8354,manière,1800,186,italian,4376.0
8831,mann,1800,4331,german,71.0
8830,mann,1961,17944,spanish,4486.0
13524,manner,1800,58352,english,32.0
13525,manner,1800,539,german,2010.0
6890,mannering,1815,3938,english,4792.0
6891,mannering,1838,702,spanish,4092.0
5237,mano,1800,3566,italian,59.0
5236,mano,1800,13420,spanish,82.0
13091,mansion,1800,672,spanish,4930.0
13090,mansion,1801,4636,english,3135.0
6084,mantener,1800,3650,spanish,763.0
6085,mantener,1820,880,italian,4686.0
6348,mantiene,1800,1834,spanish,1832.0
6349,mantiene,1800,176,italian,4621.0
11763,manto,1817,716,italian,3634.0
11762,manto,1825,464,spanish,4073.0
6491,manual,1801,712,spanish,3822.0
6490,manual,1852,15605,english,4672.0
6216,manuel,1800,1775,spanish,1899.0
6217,manuel,1812,2714,french,4914.0
14034,manufacture,1800,2348,english,4002.0
14035,manufacture,1802,4850,french,3246.0
14317,manufactures,1800,5931,french,2069.0
14316,manufactures,1800,3224,english,3084.0
1751,mao,1940,4112,italian,4461.0
1750,mao,1966,119647,english,4075.0
1752,mao,1966,16118,german,4082.0
1753,mao,1967,21968,french,4504.0
2331,mar,1800,12320,spanish,101.0
2332,mar,1800,594,italian,1209.0
2330,mar,1807,4000,english,4224.0
2333,mar,1815,337,german,4982.0
11713,marat,1801,4619,french,3805.0
11712,marat,1836,2084,spanish,2199.0
10141,marc,1800,2816,french,4207.0
10140,marc,1810,360,italian,4302.0
11076,marca,1801,1334,spanish,1987.0
11077,marca,1801,90,italian,4386.0
4427,march,1800,14689,english,502.0
4429,march,1800,554,italian,1315.0
4428,march,1818,1028,spanish,2352.0
6306,marcha,1800,2080,spanish,1590.0
6307,marcha,1806,3020,french,4004.0
8439,marchandises,1800,9518,french,1192.0
8438,marchandises,1810,962,italian,1418.0
6413,marches,1800,2786,french,4246.0
6412,marches,1805,3085,english,4665.0
11099,marco,1800,990,italian,582.0
11098,marco,1801,716,spanish,3802.0
6925,marcus,1813,874,german,1247.0
6924,marcus,1814,4272,english,4776.0
12019,marea,1806,446,italian,3824.0
12018,marea,1879,2384,spanish,4837.0
7928,marginal,1933,24809,english,4872.0
7929,marginal,1969,20712,spanish,4835.0
3583,mari,1800,7375,french,1617.0
3582,mari,1800,436,italian,1752.0
3581,mari,1834,1716,spanish,2051.0
777,maria,1800,1722,italian,246.0
778,maria,1800,736,german,1405.0
776,maria,1800,1878,spanish,1789.0
775,maria,1800,2692,english,3582.0
779,maria,1960,13721,french,4598.0
10564,mariana,1805,952,spanish,4017.0
10565,mariana,1821,986,italian,4112.0
4466,mariano,1800,743,spanish,4525.0
4467,mariano,1838,1095,italian,4211.0
4468,mariano,1858,4009,german,4602.0
1181,marie,1800,4691,french,2618.0
1180,marie,1854,3818,german,4269.0
1178,marie,1867,15017,english,4516.0
1179,marie,1899,3908,italian,4316.0
10311,marin,1800,5731,french,2149.0
10310,marin,1837,1738,italian,3268.0
6004,marina,1800,2464,spanish,1295.0
6005,marina,1800,330,italian,2395.0
1417,marine,1800,12206,french,851.0
1414,marine,1800,3083,english,3183.0
1415,marine,1802,550,italian,2341.0
1416,marine,1861,4806,german,4365.0
7559,marines,1800,3085,french,3871.0
7558,marines,1802,2642,english,4609.0
10977,marino,1800,174,italian,4664.0
10976,marino,1808,492,spanish,3219.0
8947,mario,1803,390,italian,4965.0
8946,mario,1918,4806,spanish,4897.0
12977,maritime,1800,2914,french,4084.0
12976,maritime,1800,2172,english,4259.0
7823,marius,1862,21973,french,3464.0
7822,marius,1887,35881,english,3098.0
5153,mark,1800,9973,english,884.0
5154,mark,1800,322,german,3351.0
5155,mark,1922,12844,french,3764.0
2807,market,1800,5304,english,1832.0
