,word,year,count,language,Rank
1083,iris,1802,1202,spanish,2688.0
1085,iris,1802,4089,french,3800.0
1082,iris,1855,16194,english,4802.0
5928,irlanda,1800,982,spanish,3458.0
5929,irlanda,1802,490,italian,2660.0
9754,ironie,1829,1080,german,4646.0
9755,ironie,1978,18584,french,4356.0
7641,irradiation,1959,12599,french,4691.0
7640,irradiation,1964,88454,english,4538.0
14144,irregular,1800,3308,english,3011.0
14145,irregular,1801,672,spanish,4045.0
5296,irresistible,1802,2647,english,4602.0
5297,irresistible,1811,150,spanish,4903.0
7832,irrigation,1886,20583,english,4603.0
7833,irrigation,1927,9643,french,4776.0
13820,irritation,1800,2074,english,4418.0
13821,irritation,1801,6454,french,2736.0
7165,isabella,1806,436,italian,3906.0
7164,isabella,1817,4772,english,4738.0
1023,isbn,1975,15906,german,4883.0
1024,isbn,1990,20197,french,4650.0
1022,isbn,1991,12835,italian,4516.0
1020,isbn,1991,209449,english,4687.0
1021,isbn,2006,55955,spanish,4881.0
11802,isidoro,1824,452,spanish,3872.0
11803,isidoro,1881,3216,italian,4751.0
1760,islam,1875,4402,german,4245.0
1761,islam,1915,5274,french,4782.0
1758,islam,1958,69605,english,4008.0
1759,islam,2002,23255,italian,4605.0
13632,island,1800,17749,english,376.0
13633,island,1819,662,german,4002.0
13116,isle,1800,3152,english,3136.0
13117,isle,1800,2333,french,4950.0
6242,isles,1801,2665,english,4906.0
6243,isles,1802,3134,french,4787.0
2102,israel,1800,6455,english,1487.0
2103,israel,1800,1746,spanish,1940.0
2104,israel,1802,304,italian,4403.0
2105,israel,1803,612,german,2706.0
13960,issue,1800,7434,english,1252.0
13961,issue,1800,2870,french,4143.0
7610,issues,1802,2406,english,4970.0
7611,issues,1980,17283,french,4842.0
1183,ita,1800,336,italian,2346.0
1182,ita,1804,526,spanish,4801.0
1184,ita,1807,391,german,3816.0
1185,ita,1836,12164,french,3540.0
6107,italia,1800,3922,italian,42.0
6106,italia,1800,3985,spanish,669.0
14332,italian,1800,4742,english,2071.0
14333,italian,1918,1815,italian,4531.0
12049,italiana,1800,616,italian,1161.0
12048,italiana,1848,1730,spanish,4909.0
11275,italiano,1800,366,italian,2148.0
11274,italiano,1800,734,spanish,4584.0
8471,italie,1800,18364,french,513.0
8470,italie,1809,454,italian,4572.0
9552,italien,1800,1256,german,699.0
9553,italien,1800,2806,french,4219.0
9515,italiens,1800,3112,french,3835.0
9514,italiens,1800,256,german,4143.0
13922,italy,1800,9264,english,970.0
13923,italy,1918,2164,italian,3789.0
457,item,1800,262,italian,3090.0
456,item,1805,1220,spanish,3193.0
455,item,1810,4417,english,4352.0
459,item,1811,3763,french,3651.0
458,item,1915,11173,german,2568.0
7924,items,1909,33510,english,4945.0
7925,items,1978,15689,german,4860.0
12525,iten,1802,537,german,3413.0
12524,iten,1821,1006,spanish,4186.0
11646,itinerario,1832,926,spanish,3987.0
11647,itinerario,1982,10721,italian,4755.0
2442,iu,1800,390,italian,2003.0
2443,iu,1800,396,german,2724.0
2441,iu,1802,2876,english,4307.0
597,iv,1800,1842,italian,208.0
595,iv,1800,18489,english,344.0
599,iv,1800,19946,french,451.0
596,iv,1800,4966,spanish,480.0
598,iv,1800,552,german,1950.0
9183,iva,1809,417,italian,4954.0
9182,iva,2008,42610,spanish,4234.0
13660,ivan,1800,2706,english,3562.0
13661,ivan,1812,3147,french,4310.0
1037,ix,1800,1072,italian,522.0
1039,ix,1800,7374,french,1618.0
1036,ix,1800,1702,spanish,1992.0
1035,ix,1800,4807,english,2044.0
1038,ix,1800,328,german,3279.0
7174,jackson,1817,5799,english,4048.0
7175,jackson,1947,6588,german,2488.0
1518,jacob,1800,3698,english,2702.0
1519,jacob,1800,1016,spanish,3344.0
1520,jacob,1865,6074,german,3805.0
1521,jacob,1993,21829,french,4605.0
8406,jacobi,1801,348,italian,999.0
8407,jacobi,1812,276,german,4756.0
7113,jacobins,1800,5487,french,2250.0
7112,jacobins,1827,6682,english,4840.0
10530,jacobo,1805,782,spanish,4824.0
10531,jacobo,1815,786,italian,1862.0
1885,jacques,1800,3682,french,3329.0
1882,jacques,1900,35758,english,4811.0
1883,jacques,1983,10947,italian,4478.0
1884,jacques,1986,13934,german,4938.0
11791,jam,1800,225,italian,3583.0
11790,jam,1824,436,spanish,4004.0
14194,jamaica,1801,3613,english,3864.0
14195,jamaica,1981,28767,spanish,4719.0
8239,jamais,1800,95490,french,24.0
8238,jamais,1805,688,italian,2181.0
500,james,1800,13549,english,572.0
504,james,1904,14779,french,4858.0
503,james,1910,9240,german,4878.0
501,james,1919,4666,spanish,4958.0
502,james,1948,4051,italian,4224.0
7675,jan,1940,3986,german,4530.0
7674,jan,1973,111490,english,4944.0
8915,janeiro,1823,1126,german,2442.0
8914,janeiro,1892,2746,spanish,4990.0
10065,janvier,1800,6288,french,1935.0
10064,janvier,1810,456,italian,3327.0
6843,japan,1812,324,german,4080.0
6842,japan,1813,5036,english,3777.0
11207,jardin,1800,6044,french,2020.0
11206,jardin,1800,818,spanish,4121.0
3926,java,1817,5455,english,4231.0
3927,java,1836,4274,german,1906.0
3928,java,1847,14554,french,4178.0
6505,jay,1809,4348,french,3604.0
6504,jay,1833,17617,english,2495.0
184,jean,1800,9142,french,1253.0
181,jean,1808,320,spanish,4800.0
183,jean,1832,1268,german,4626.0
180,jean,1871,17615,english,4156.0
182,jean,1951,5192,italian,3944.0
10189,jeanne,1806,3445,french,3519.0
10188,jeanne,1901,5092,italian,3547.0
12744,jehovah,1800,3405,english,2917.0
12745,jehovah,1829,1111,german,4540.0
13596,jerusalem,1800,5449,english,1767.0
13597,jerusalem,1803,676,german,2426.0
5352,jesu,1800,12411,spanish,97.0
5353,jesu,1800,1937,german,371.0
3704,jesus,1800,21318,english,278.0
3706,jesus,1800,1437,german,575.0
3705,jesus,1800,2404,spanish,1344.0
7305,jet,1800,2371,french,4868.0
7304,jet,1945,25611,english,4861.0
4579,jn,1800,1682,german,458.0
4577,jn,1800,1809,english,4917.0
4578,jn,1907,7181,italian,2948.0
4899,jo,1800,387,italian,2022.0
4898,jo,1800,1494,spanish,2248.0
4900,jo,1970,22167,french,4741.0
7171,joan,1800,698,spanish,4784.0
7170,joan,1806,2936,english,4988.0
4140,job,1800,890,spanish,3805.0
4139,job,1800,1945,english,4652.0
4141,job,2000,24184,german,4612.0
8191,johannes,1800,272,german,3921.0
8190,johannes,1802,356,italian,3748.0
735,john,1800,37816,english,101.0
739,john,1808,4234,french,4170.0
738,john,1825,786,german,4681.0
737,john,1874,3448,italian,3159.0
736,john,1911,4098,spanish,4843.0
360,johnson,1800,4864,english,2013.0
363,johnson,1964,12074,german,4700.0
361,johnson,1965,21448,spanish,4527.0
364,johnson,1966,18455,french,4611.0
362,johnson,1968,12653,italian,4752.0
4354,joint,1800,8057,french,1449.0
4352,joint,1800,3416,english,2909.0
4353,joint,1989,14728,german,4954.0
6525,joints,1801,4942,french,3569.0
6524,joints,1831,10170,english,4086.0
13704,jones,1800,1892,english,4760.0
13705,jones,1947,3790,german,4354.0
5151,jordan,1812,440,spanish,2399.0
5150,jordan,1831,8210,english,4821.0
5152,jordan,1844,3272,german,4114.0
6132,jos,1800,3152,spanish,962.0
6133,jos,1802,363,german,4933.0
7307,jose,1810,2762,spanish,74.0
7306,jose,1945,25711,english,4842.0
4016,josef,1800,664,spanish,4990.0
4018,josef,1838,11234,french,3924.0
4017,josef,1873,3930,german,4182.0
841,joseph,1800,2558,spanish,1234.0
840,joseph,1800,3801,english,2626.0
844,joseph,1800,4120,french,2956.0
843,joseph,1800,306,german,3503.0
842,joseph,1990,12631,italian,4834.0
6858,josephus,1812,5585,english,3840.0
6859,josephus,1920,6187,german,4835.0
11272,josé,1800,726,spanish,4634.0
11273,josé,1981,21107,french,3926.0
3292,jour,1800,84166,french,30.0
3291,jour,1809,576,italian,3596.0
3290,jour,1914,44364,english,4087.0
11717,jourdan,1817,4266,french,4640.0
11716,jourdan,1836,1318,spanish,3563.0
3967,journ,1807,3539,french,3977.0
3966,journ,1877,4701,german,4330.0
3965,journ,1922,2526,italian,4845.0
1049,journal,1800,11376,french,933.0
1045,journal,1800,2589,english,3698.0
1048,journal,1801,414,german,3421.0
1047,journal,1870,2288,italian,4853.0
1046,journal,1920,5898,spanish,4153.0
8557,jours,1800,65936,french,48.0
8556,jours,1810,744,italian,1948.0
12249,jove,1810,332,italian,4666.0
12248,jove,1814,1414,spanish,1005.0
1407,juan,1800,8090,spanish,214.0
1409,juan,1808,3671,french,4696.0
1406,juan,1812,5506,english,3886.0
1408,juan,1865,4620,german,4965.0
7184,judea,1816,3990,english,4952.0
7185,judea,1840,1156,spanish,4755.0
13754,judicial,1800,2132,english,4330.0
13755,judicial,1802,1062,spanish,3011.0
8655,juge,1800,11732,french,896.0
8654,juge,1809,770,italian,2650.0
10075,jugement,1800,16388,french,600.0
10074,jugement,1810,448,italian,3397.0
8495,juges,1800,9000,french,1281.0
8494,juges,1809,496,italian,4194.0
10013,juillet,1800,8324,french,1402.0
10012,juillet,1810,337,italian,4609.0
13132,julia,1801,3718,english,3770.0
13133,julia,1832,2910,spanish,1140.0
3674,julian,1802,5751,english,2352.0
3675,julian,1810,352,spanish,1665.0
3676,julian,1867,16159,german,1500.0
8695,julien,1803,3600,french,4721.0
8694,julien,1808,451,italian,4565.0
3140,julio,1800,3184,spanish,951.0
3142,julio,1864,22665,french,3544.0
3141,julio,1872,2250,italian,4277.0
6705,julius,1800,260,german,4080.0
6704,julius,1804,2986,english,4831.0
13328,july,1800,7319,english,1285.0
13329,july,1802,1150,german,1576.0
8093,junius,1802,511,german,3578.0
8092,junius,1804,6912,english,2350.0
4684,junot,1831,14055,french,1741.0
4683,junot,1833,802,spanish,4374.0
4682,junot,1836,14570,english,3498.0
6829,junta,1800,8038,spanish,217.0
6828,junta,1828,8368,english,4192.0
3655,jupiter,1800,4331,french,2808.0
3653,jupiter,1800,2927,english,3328.0
3654,jupiter,1801,356,german,3949.0
3185,jura,1807,4764,spanish,797.0
3186,jura,1815,395,german,4287.0
3187,jura,1817,3935,french,4974.0
3735,jure,1802,272,italian,4940.0
3736,jure,1805,3678,french,3901.0
3734,jure,1805,856,spanish,4429.0
8773,juris,1819,912,italian,4490.0
8772,juris,1932,5398,spanish,4583.0
1530,jury,1800,4572,english,2152.0
1533,jury,1800,2760,french,4272.0
1532,jury,1813,830,german,1328.0
1531,jury,1821,2178,spanish,1879.0
1949,jus,1800,2416,french,4784.0
1947,jus,1803,767,italian,2594.0
1946,jus,1805,794,spanish,4759.0
1948,jus,1817,578,german,4636.0
2210,justice,1800,23857,english,226.0
2213,justice,1800,25662,french,315.0
2211,justice,1809,484,italian,4279.0
2212,justice,1947,4105,german,4013.0
13224,justices,1800,3096,english,3174.0
13225,justices,1803,7258,french,2463.0
7404,justification,1803,2904,english,4515.0
7405,justification,1840,9535,french,4845.0
9669,kader,1846,11581,french,4635.0
9668,kader,1978,15544,german,4900.0
1996,kaiser,1800,1746,german,430.0
1997,kaiser,1915,12923,french,2001.0
1994,kaiser,1915,44705,english,3762.0
1995,kaiser,1938,9742,spanish,4152.0
12121,kalendas,1827,1623,italian,3489.0
12120,kalendas,1856,3368,spanish,3148.0
8881,kali,1803,805,german,2014.0
8880,kali,1902,3774,spanish,4875.0
3938,kan,1800,1026,spanish,3315.0
3939,kan,1802,461,german,3955.0
3940,kan,1807,2840,french,4861.0
608,kant,1800,2271,german,271.0
607,kant,1836,2077,italian,2080.0
609,kant,1842,10885,french,4067.0
606,kant,1861,4438,spanish,3103.0
605,kant,1865,13856,english,4674.0
3138,karl,1800,1018,german,923.0
3137,karl,1935,35246,english,4470.0
3139,karl,1946,7084,french,4802.0
8883,ke,1881,3593,italian,4242.0
8882,ke,1904,8019,spanish,2326.0
1804,kennedy,1961,16682,german,3043.0
1803,kennedy,1961,24182,spanish,3384.0
1802,kennedy,1961,100643,english,3677.0
1805,kennedy,1961,14934,french,4668.0
14077,key,1800,210,german,4983.0
14076,key,1801,3108,english,4361.0
9694,keynes,1952,6257,german,3839.0
9695,keynes,1952,10600,french,4139.0
213,kg,1881,7417,german,2755.0
214,kg,1888,12628,french,4639.0
211,kg,1908,5366,spanish,4024.0
212,kg,1915,2693,italian,4889.0
210,kg,1958,55438,english,4783.0
4565,khan,1800,2644,english,3637.0
4567,khan,1810,4753,french,3293.0
4566,khan,1824,1573,italian,3369.0
4851,kierkegaard,1947,5742,german,2854.0
4852,kierkegaard,1948,9043,french,4621.0
4850,kierkegaard,1972,13273,italian,3872.0
2023,kil,1834,2582,italian,1698.0
2025,kil,1838,11541,french,3816.0
2024,kil,1839,2722,german,4111.0
2022,kil,1859,2442,spanish,4187.0
9623,kilogr,1843,10207,french,4793.0
9622,kilogr,1877,4544,german,4463.0
9297,kilos,1875,13079,french,3675.0
9296,kilos,1889,3220,spanish,4876.0
13140,kind,1800,45239,english,66.0
13141,kind,1800,1150,german,784.0
188,km,1881,4359,german,4660.0
189,km,1897,12396,french,4997.0
186,km,1905,4720,spanish,4338.0
187,km,1915,2725,italian,4842.0
185,km,1960,63855,english,4922.0
12277,knigge,1800,265,italian,3049.0
12276,knigge,1813,760,spanish,3463.0
12824,know,1800,47045,english,59.0
12825,know,1977,16290,german,4828.0
13858,knowledge,1800,31132,english,148.0
13859,knowledge,2006,32104,german,4960.0
4347,koch,1864,3796,german,4876.0
4348,koch,1891,14063,french,4129.0
4346,koch,1891,3237,italian,4402.0
7316,korea,1944,25578,english,4439.0
7317,korea,1950,5380,german,4159.0
2772,kosovo,1998,17116,german,4779.0
2773,kosovo,1999,50777,french,2940.0
2771,kosovo,1999,20776,italian,4403.0
4870,kossuth,1850,7519,german,2349.0
4868,kossuth,1852,18494,english,4035.0
4869,kossuth,1852,1732,italian,4221.0
4773,labor,1800,1166,spanish,2938.0
4772,labor,1800,1986,english,4565.0
4774,labor,1986,14116,german,4863.0
12017,laboratorio,1874,2467,italian,4455.0
12016,laboratorio,1879,2984,spanish,3956.0
4190,labour,1800,11449,english,739.0
4192,labour,1801,4475,french,3904.0
4191,labour,1961,11669,german,4347.0
9491,lacune,1887,12029,french,4773.0
9490,lacune,1950,4328,italian,4976.0
6634,laden,1804,2922,english,4914.0
6635,laden,1820,564,german,4792.0
10057,ladite,1800,2911,french,4088.0
10056,ladite,1810,472,italian,3198.0
3719,lady,1800,21359,english,277.0
3721,lady,1813,2758,french,4399.0
3720,lady,1873,2052,spanish,4578.0
1421,lafayette,1801,9635,french,1818.0
1418,lafayette,1832,9214,english,4403.0
1419,lafayette,1836,1730,spanish,2695.0
1420,lafayette,1853,3756,german,4316.0
10771,lage,1800,2482,german,234.0
10770,lage,1808,370,spanish,4211.0
5566,lago,1800,1305,spanish,2601.0
5567,lago,1800,164,italian,4941.0
11276,laguna,1800,732,spanish,4595.0
11277,laguna,1811,4865,italian,229.0
2037,lama,1800,6350,french,1921.0
2034,lama,1800,2340,english,4012.0
2036,lama,1801,1716,german,669.0
2035,lama,1840,1816,italian,3456.0
1621,lamartine,1848,27177,french,1521.0
1620,lamartine,1848,3102,german,4668.0
1618,lamartine,1849,4579,spanish,1489.0
1619,lamartine,1849,1829,italian,3366.0
9812,lambert,1849,2806,german,4554.0
9813,lambert,1851,11376,french,4255.0
13003,lame,1800,5454,french,2265.0
13002,lame,1800,2177,english,4250.0
9839,lampe,1806,2361,french,4917.0
9838,lampe,1841,2452,german,4145.0
6002,lana,1800,2810,spanish,1103.0
6003,lana,1802,406,italian,3260.0
4624,lance,1800,3636,french,3358.0
4623,lance,1801,176,italian,2243.0
4622,lance,1815,330,spanish,3707.0
6978,lances,1808,4192,english,3976.0
6979,lances,1826,8385,french,4827.0
13866,land,1800,37032,english,108.0
13867,land,1800,3256,german,141.0
9466,lande,1800,3334,german,134.0
9467,lande,1802,6433,french,2465.0
9468,landes,1800,3054,german,160.0
9469,landes,1849,7953,french,4445.0
9314,landwehr,1802,621,german,3002.0
9315,landwehr,1871,8718,french,3193.0
13904,lane,1800,2101,english,4385.0
13905,lane,1803,618,italian,3198.0
2138,language,1800,27083,english,192.0
2140,language,1976,16457,german,4484.0
2141,language,1979,23528,french,3572.0
2139,language,1982,10245,italian,4967.0
11464,languedoc,1801,594,spanish,4505.0
11465,languedoc,1805,3723,french,3869.0
11256,lanza,1800,674,spanish,4915.0
11257,lanza,1863,2820,italian,3976.0
10325,laplace,1810,4387,french,3550.0
10324,laplace,1840,1526,italian,4130.0
5288,larga,1800,4084,spanish,643.0
5289,larga,1800,284,italian,2832.0
5580,largamente,1800,1140,spanish,3008.0
5581,largamente,1800,164,italian,4939.0
13138,large,1800,45242,english,65.0
13139,large,1800,15459,french,652.0
7758,larva,1895,25723,english,4888.0
7759,larva,1899,3612,italian,4652.0
4073,larve,1811,582,italian,3533.0
4074,larve,1877,4151,german,4865.0
4075,larve,1942,5360,french,3163.0
2602,larynx,1802,3022,french,4917.0
2601,larynx,1816,420,german,4706.0
2600,larynx,1880,21981,english,4642.0
7626,laser,1976,134122,english,4451.0
7627,laser,1985,17809,french,4928.0
1513,lat,1803,5739,french,3114.0
1511,lat,1808,346,spanish,4468.0
1512,lat,1809,5085,italian,213.0
1510,lat,1812,9501,english,2439.0
14080,lateral,1800,2498,english,3819.0
14081,lateral,1806,1018,spanish,2106.0
2987,latin,1800,7780,english,1191.0
2988,latin,1800,1520,spanish,2210.0
2989,latin,1800,5563,french,2216.0
6014,latina,1800,2252,spanish,1457.0
6015,latina,1800,442,italian,1729.0
9108,latine,1800,218,italian,3706.0
9109,latine,1800,2822,french,4202.0
5100,latino,1800,358,italian,2211.0
5099,latino,1800,1182,spanish,2894.0
5101,latino,1983,19000,french,4386.0
7095,latins,1800,3666,french,3341.0
7094,latins,1821,4791,english,4756.0
13231,latitude,1800,17992,french,531.0
13230,latitude,1800,4535,english,2173.0
6834,laud,1813,3527,english,4984.0
6835,laud,1838,1337,spanish,2155.0
14130,laudable,1801,3192,english,4275.0
14131,laudable,1812,206,spanish,4884.0
4595,laura,1811,11486,english,2147.0
4597,laura,1818,866,italian,3459.0
4596,laura,1998,45885,spanish,4878.0
9615,lausanne,1806,2899,french,4136.0
9614,lausanne,1944,2888,german,3509.0
1259,lava,1800,826,spanish,4074.0
1260,lava,1806,492,italian,3486.0
1261,lava,1809,608,german,2428.0
1258,lava,1809,4336,english,4082.0
9889,lave,1800,4598,french,2672.0
9888,lave,1811,1162,italian,1677.0
10683,lavoisier,1801,3519,french,4798.0
10682,lavoisier,1804,547,spanish,4659.0
780,law,1800,61149,english,29.0
782,law,1827,1574,italian,3601.0
781,law,1868,3322,spanish,3583.0
784,law,1920,8121,french,4997.0
783,law,1950,5288,german,4236.0
4214,leader,1800,2564,english,3731.0
4215,leader,1975,12814,italian,4062.0
4216,leader,1976,16790,french,4952.0
14284,leaders,1800,3256,english,3062.0
14285,leaders,1978,17338,french,4651.0
8074,leadership,1912,37179,english,4993.0
8075,leadership,2004,32550,italian,3614.0
11839,leandro,1801,138,italian,2905.0
11838,leandro,1830,1384,spanish,3122.0
14338,learning,1800,10990,english,780.0
14339,learning,2004,33937,german,4600.0
7415,lecture,1800,8912,french,1291.0
7414,lecture,1803,2876,english,4557.0
13074,lectures,1801,4000,english,3538.0
13075,lectures,1923,9669,french,4940.0
10211,ledict,1823,23473,french,1618.0
10210,ledict,1877,2409,italian,4685.0
10099,ledit,1800,2616,french,4453.0
10098,ledit,1810,352,italian,4399.0
4176,lee,1800,2996,spanish,1017.0
4175,lee,1800,2564,english,3732.0
4177,lee,1809,748,italian,2728.0
6601,leeds,1800,210,german,4990.0
6600,leeds,1834,10682,english,3805.0
5998,leer,1800,2764,spanish,1123.0
5999,leer,1800,310,german,3466.0
2098,leg,1800,2272,english,4107.0
2100,leg,1802,514,italian,2525.0
2101,leg,1804,2954,french,4781.0
2099,leg,1806,4172,spanish,305.0
11397,lega,1800,757,italian,871.0
11396,lega,1802,658,spanish,4840.0
3314,legal,1800,5946,english,1605.0
3315,legal,1801,730,spanish,3738.0
3316,legal,1981,16426,german,4879.0
12224,legalmente,1811,148,spanish,4968.0
12225,legalmente,1815,318,italian,4917.0
11536,legatario,1802,1276,spanish,2534.0
11537,legatario,1811,908,italian,2207.0
9951,lege,1801,284,german,4874.0
9950,lege,1819,1561,italian,2520.0
6503,legislation,1808,424,german,4274.0
6502,legislation,1833,12082,english,3524.0
12197,legislativa,1800,240,italian,3370.0
12196,legislativa,1812,220,spanish,4613.0
13954,legislative,1800,2524,english,3793.0
13955,legislative,1848,2366,italian,3115.0
10975,legislativo,1802,1698,italian,573.0
10974,legislativo,1808,492,spanish,3218.0
12468,legislatura,1820,1956,spanish,1837.0
12469,legislatura,1848,7214,italian,862.0
10986,legitima,1807,960,spanish,4709.0
10987,legitima,1811,442,italian,4623.0
13608,legs,1800,4380,english,2272.0
13609,legs,1804,6255,french,2370.0
9564,leibnitz,1800,561,german,1913.0
9565,leibnitz,1802,4272,french,3637.0
3978,leibniz,1855,3940,german,4465.0
3979,leibniz,1860,25724,french,2879.0
3977,leibniz,1915,4051,italian,3216.0
1624,leipzig,1800,350,german,3082.0
1625,leipzig,1814,3624,french,3179.0
1623,leipzig,1881,3324,italian,4578.0
1622,leipzig,1927,32578,english,4877.0
1649,lenin,1924,9824,german,3095.0
1646,lenin,1931,38248,english,4208.0
1648,lenin,1944,2967,italian,2747.0
1647,lenin,1967,21197,spanish,4620.0
11365,lenta,1800,212,italian,3831.0
11364,lenta,1802,924,spanish,3514.0
10643,lentamente,1800,236,italian,3420.0
10642,lentamente,1803,660,spanish,4526.0
4327,lente,1800,3246,french,3690.0
4325,lente,1800,758,spanish,4434.0
4326,lente,1800,176,italian,4618.0
11403,lento,1801,112,italian,3569.0
11402,lento,1803,944,spanish,3229.0
3320,leo,1802,3035,english,4124.0
3322,leo,1812,370,german,3577.0
3321,leo,1976,13079,italian,4334.0
2648,leon,1800,2020,spanish,1645.0
2649,leon,1804,828,italian,4756.0
2650,leon,1963,11964,german,4549.0
11987,leonardo,1802,324,italian,4136.0
11986,leonardo,1880,2664,spanish,4499.0
6878,leopold,1807,3784,english,4411.0
6879,leopold,1808,410,german,4400.0
10923,leopoldo,1804,1332,italian,2980.0
10922,leopoldo,1806,504,spanish,4301.0
11430,lepra,1802,700,spanish,4613.0
11431,lepra,1901,8429,german,4693.0
12272,lesa,1813,540,spanish,4725.0
12273,lesa,1852,2465,italian,2971.0
10039,lesdits,1801,5024,french,3520.0
10038,lesdits,1810,396,italian,3907.0
7709,lesion,1802,1304,spanish,2483.0
7708,lesion,1881,21723,english,4683.0
3057,lessing,1812,384,german,3441.0
3058,lessing,1863,14577,french,4786.0
3056,lessing,1866,16315,english,4382.0
10219,lettre,1800,28216,french,273.0
10218,lettre,1882,3876,italian,4119.0
10053,lettres,1800,26665,french,295.0
10052,lettres,1810,452,italian,3359.0
8304,leva,1800,174,italian,4662.0
8305,leva,1814,2276,french,4841.0
5833,levante,1800,438,italian,1745.0
5832,levante,1800,866,spanish,3902.0
11011,levar,1800,186,italian,4374.0
11010,levar,1807,1240,spanish,3719.0
5784,leve,1800,937,spanish,3632.0
5785,leve,1861,2192,italian,4797.0
13764,level,1800,4430,english,2238.0
13765,level,2006,34029,german,4704.0
6889,lever,1800,6387,french,1911.0
6888,lever,1815,3926,english,4799.0
3765,lex,1819,1696,italian,2286.0
3766,lex,1885,10536,german,2261.0
3764,lex,1895,3795,spanish,3570.0
5550,lia,1800,1282,spanish,2662.0
5551,lia,1911,5618,italian,2570.0
6554,lias,1833,8706,english,4553.0
6555,lias,1886,4804,italian,3136.0
866,lib,1800,7106,spanish,272.0
867,lib,1800,1203,italian,451.0
865,lib,1800,4011,english,2483.0
869,lib,1800,4775,french,2582.0
868,lib,1871,3653,german,4037.0
3758,liberal,1800,4368,english,2280.0
3759,liberal,1800,768,spanish,4382.0
3760,liberal,1945,1389,german,4972.0
9976,liberale,1816,642,italian,4092.0
9977,liberale,1925,7345,german,4881.0
11991,liberalismo,1872,2248,italian,4284.0
11990,liberalismo,1876,3544,spanish,3524.0
6044,libra,1800,2420,spanish,1333.0
6045,libra,1811,543,italian,3786.0
6759,libraries,1814,290,italian,4013.0
6758,libraries,1859,42858,english,1975.0
895,library,1800,4178,english,2385.0
896,library,1948,11071,spanish,4898.0
898,library,1950,10942,german,1994.0
897,library,1957,6400,italian,4887.0
899,library,1977,18438,french,4570.0
5408,libras,1800,5176,spanish,456.0
5409,libras,1917,1860,italian,4468.0
2936,libre,1800,7282,spanish,259.0
2938,libre,1800,17132,french,565.0
2937,libre,1810,482,italian,3130.0
12279,libreria,1802,344,italian,3889.0
12278,libreria,1812,202,spanish,4977.0
5976,libres,1800,2592,spanish,1212.0
5977,libres,1800,5873,french,2087.0
9236,libri,1800,1120,italian,493.0
9237,libri,1849,7675,french,4578.0
5286,libro,1800,9046,spanish,175.0
5287,libro,1800,1870,italian,196.0
12896,licence,1800,1857,english,4826.0
12897,licence,1803,3732,french,4571.0
10995,liceo,1806,814,italian,1983.0
10994,liceo,1807,1050,spanish,4337.0
1400,lie,1800,2182,german,293.0
1398,lie,1800,13234,english,603.0
1401,lie,1800,6582,french,1844.0
1399,lie,1800,1650,spanish,2047.0
4767,liege,1800,420,german,2595.0
4766,liege,1806,377,italian,4524.0
4768,liege,1834,8351,french,4656.0
7879,lien,1800,4448,french,2741.0
7878,lien,1894,35058,english,3470.0
12956,lies,1800,9479,english,943.0
12957,lies,1801,345,german,4072.0
8303,lieu,1800,104994,french,19.0
8302,lieu,1800,174,italian,4661.0
5141,lieutenant,1800,4572,english,2153.0
5143,lieutenant,1800,4669,french,2633.0
5142,lieutenant,1804,308,german,4973.0
9382,lieutenants,1811,360,german,4250.0
9383,lieutenants,1851,10019,french,4767.0
10051,lieux,1800,19728,french,462.0
10050,lieux,1810,385,italian,4025.0
3944,life,1800,75555,english,20.0
3945,life,1979,11025,italian,4845.0
3946,life,1982,16042,german,4959.0
11258,liga,1800,674,spanish,4916.0
11259,liga,1940,4142,german,4373.0
6691,ligament,1801,3995,french,4282.0
6690,ligament,1879,18004,english,4673.0
10355,lignes,1800,21024,french,419.0
10354,lignes,1830,1014,italian,4247.0
13404,like,1800,74073,english,22.0
13405,like,1994,13765,italian,4795.0
7149,lima,1800,680,spanish,4888.0
7148,lima,1825,11397,english,3759.0
10982,limita,1807,928,spanish,4841.0
10983,limita,1886,3346,italian,4436.0
7230,limitation,1820,7712,english,3967.0
7231,limitation,1907,15575,french,4665.0
3217,limite,1800,3230,french,3712.0
3216,limite,1803,532,italian,3752.0
3215,limite,1892,3446,spanish,4030.0
11265,limites,1800,9306,french,1238.0
11264,limites,1800,672,spanish,4929.0
464,lin,1800,8934,french,1290.0
463,lin,1802,721,german,2567.0
462,lin,1802,306,italian,4374.0
461,lin,1802,734,spanish,4444.0
460,lin,1807,3329,english,4870.0
13566,lincoln,1800,2821,english,3432.0
13567,lincoln,1899,4076,spanish,3675.0
11637,lind,1800,951,german,1026.0
11636,lind,1831,1162,spanish,2600.0
13016,line,1800,18663,english,340.0
13017,line,1802,302,italian,4430.0
6189,linea,1800,674,italian,1019.0
6188,linea,1800,1670,spanish,2021.0
11233,linfa,1800,416,italian,1841.0
11232,linfa,1800,740,spanish,4548.0
6784,link,1869,14493,english,4861.0
6785,link,2007,39332,german,4681.0
7693,links,1801,492,german,2890.0
7692,links,1971,114371,english,4844.0
1517,linn,1805,5768,french,2542.0
1514,linn,1824,11395,english,3594.0
1516,linn,1829,1142,german,4422.0
1515,linn,1835,841,italian,4891.0
5626,linneo,1800,1322,spanish,2566.0
5627,linneo,1810,428,italian,3570.0
9379,linné,1800,2708,french,4341.0
9378,linné,1811,394,german,3883.0
